,user_name,text,lowercase,unwanted_spaces,urls,html_encodings,usernames,pne,three_characters,stopwords,tokenize,lemmatize,duplicate,clean_text
24,Chris J Beaty,RT @washingtonpost: Russian forces seized a massive nuclear power plant in southeastern Ukraine on Friday as they continued their siege of…,rt @washingtonpost: russian forces seized a massive nuclear power plant in southeastern ukraine on friday as they continued their siege of…,rt @washingtonpost: russian forces seized a massive nuclear power plant in southeastern ukraine on friday as they continued their siege of…,rt @washingtonpost: russian forces seized a massive nuclear power plant in southeastern ukraine on friday as they continued their siege of…,rt @washingtonpost: russian forces seized a massive nuclear power plant in southeastern ukraine on friday as they continued their siege of…,rt : russian forces seized a massive nuclear power plant in southeastern ukraine on friday as they continued their siege of…,rt   russian forces seized a massive nuclear power plant in southeastern ukraine on friday as they continued their siege of ,russian forces seized massive nuclear power plant southeastern ukraine friday they continued their siege,russian forces seized massive nuclear power plant southeastern ukraine friday continued siege,"['russian', 'forces', 'seized', 'massive', 'nuclear', 'power', 'plant', 'southeastern', 'ukraine', 'friday', 'continued', 'siege']",russian force seize massive nuclear power plant southeastern ukraine friday continue siege,russian force seize massive nuclear power plant southeastern ukraine friday continue siege,russian force seize massive nuclear power plant southeastern ukraine friday continue siege
25,Zuben,"RT @kamilkazani: Russian economy is super fragile. It's critically dependent upon the:

1. Export of natural resources
2. Technological imp…","rt @kamilkazani: russian economy is super fragile. it's critically dependent upon the:

1. export of natural resources
2. technological imp…",rt @kamilkazani: russian economy is super fragile. it's critically dependent upon the: 1. export of natural resources 2. technological imp…,rt @kamilkazani: russian economy is super fragile. it's critically dependent upon the: 1. export of natural resources 2. technological imp…,rt @kamilkazani: russian economy is super fragile. it's critically dependent upon the: 1. export of natural resources 2. technological imp…,rt : russian economy is super fragile. it's critically dependent upon the: 1. export of natural resources 2. technological imp…,rt   russian economy is super fragile  it s critically dependent upon the     export of natural resources    technological imp ,russian economy super fragile critically dependent upon export natural resources technological,russian economy super fragile critically dependent upon export natural resources technological,"['russian', 'economy', 'super', 'fragile', 'critically', 'dependent', 'upon', 'export', 'natural', 'resources', 'technological']",russian economy super fragile critically dependent upon export natural resource technological,russian economy super fragile critically dependent upon export natural resource technological,russian economy super fragile critically dependent upon export natural resource technological
26,sungirl793,"RT @ChuckCallesto: BREAKING REPORT: Keystone Pipeline Would Have Delivered 830,000 BARRELS OF OIL PER DAY to US — More than Current Daily R…","rt @chuckcallesto: breaking report: keystone pipeline would have delivered 830,000 barrels of oil per day to us — more than current daily r…","rt @chuckcallesto: breaking report: keystone pipeline would have delivered 830,000 barrels of oil per day to us — more than current daily r…","rt @chuckcallesto: breaking report: keystone pipeline would have delivered 830,000 barrels of oil per day to us — more than current daily r…","rt @chuckcallesto: breaking report: keystone pipeline would have delivered 830,000 barrels of oil per day to us — more than current daily r…","rt : breaking report: keystone pipeline would have delivered 830,000 barrels of oil per day to us — more than current daily r…",rt   breaking report  keystone pipeline would have delivered         barrels of oil per day to us   more than current daily r ,breaking report keystone pipeline would have delivered barrels more than current daily,breaking report keystone pipeline would delivered barrels current daily,"['breaking', 'report', 'keystone', 'pipeline', 'would', 'delivered', 'barrels', 'current', 'daily']",break report keystone pipeline would deliver barrel current daily,break report keystone pipeline would deliver barrel current daily,break report keystone pipeline would deliver barrel current daily
27,⚜️ sarah 🧜🏻‍♀️,"RT @SkyAndyHughes: Everyone should watch this. Sky News team comes under fire from Russian forces in Kyiv, despite making it clear they’re…","rt @skyandyhughes: everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…","rt @skyandyhughes: everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…","rt @skyandyhughes: everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…","rt @skyandyhughes: everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…","rt : everyone should watch this. sky news team comes under fire from russian forces in kyiv, despite making it clear they’re…",rt   everyone should watch this  sky news team comes under fire from russian forces in kyiv  despite making it clear they re ,everyone should watch this news team comes under fire from russian forces kyiv despite making clear they,everyone watch news team comes fire russian forces kyiv despite making clear,"['everyone', 'watch', 'news', 'team', 'comes', 'fire', 'russian', 'forces', 'kyiv', 'despite', 'making', 'clear']",everyone watch news team come fire russian force kyiv despite make clear,everyone watch news team come fire russian force kyiv despite make clear,everyone watch news team come fire russian force kyiv despite make clear
28,SirynSays #sexworkiswork & #BLM,RT @Anansislibrary: They got rid of everything Russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt : they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt   they got rid of everything russian faster than they got rid of all the confederate statues in this country,they everything russian faster than they confederate statues this country,everything russian faster confederate statues country,"['everything', 'russian', 'faster', 'confederate', 'statues', 'country']",everything russian fast confederate statue country,everything russian fast confederate statue country,everything russian fast confederate statue country
29,SkoolBoiJ®,RT @privatefigure_: Russian soldier getting showed more love in Ukraine than innocent African students.,rt @privatefigure_: russian soldier getting showed more love in ukraine than innocent african students.,rt @privatefigure_: russian soldier getting showed more love in ukraine than innocent african students.,rt @privatefigure_: russian soldier getting showed more love in ukraine than innocent african students.,rt @privatefigure_: russian soldier getting showed more love in ukraine than innocent african students.,rt _: russian soldier getting showed more love in ukraine than innocent african students.,rt    russian soldier getting showed more love in ukraine than innocent african students ,russian soldier getting showed more love ukraine than innocent african students,russian soldier getting showed love ukraine innocent african students,"['russian', 'soldier', 'getting', 'showed', 'love', 'ukraine', 'innocent', 'african', 'students']",russian soldier get show love ukraine innocent african student,russian soldier get show love ukraine innocent african student,russian soldier get show love ukraine innocent african student
30,Leslie Degnan,RT @GeoffyPJohnston: A no-fly zone is a nonstarter. NATO will not establish one. Ukraine’s population centres will be destroyed by Russian…,rt @geoffypjohnston: a no-fly zone is a nonstarter. nato will not establish one. ukraine’s population centres will be destroyed by russian…,rt @geoffypjohnston: a no-fly zone is a nonstarter. nato will not establish one. ukraine’s population centres will be destroyed by russian…,rt @geoffypjohnston: a no-fly zone is a nonstarter. nato will not establish one. ukraine’s population centres will be destroyed by russian…,rt @geoffypjohnston: a no-fly zone is a nonstarter. nato will not establish one. ukraine’s population centres will be destroyed by russian…,rt : a no-fly zone is a nonstarter. nato will not establish one. ukraine’s population centres will be destroyed by russian…,rt   a no fly zone is a nonstarter  nato will not establish one  ukraine s population centres will be destroyed by russian ,zone nonstarter nato will establish ukraine population centres will destroyed russian,zone nonstarter nato establish ukraine population centres destroyed russian,"['zone', 'nonstarter', 'nato', 'establish', 'ukraine', 'population', 'centres', 'destroyed', 'russian']",zone nonstarter nato establish ukraine population centre destroy russian,zone nonstarter nato establish ukraine population centre destroy russian,zone nonstarter nato establish ukraine population centre destroy russian
31,Kathy,RT @dzoolander85: Remember not long ago when Postmedia told us that Trudeau gave 🇨🇦 workers &amp; businesses more Pandemic relief $ than they l…,rt @dzoolander85: remember not long ago when postmedia told us that trudeau gave 🇨🇦 workers &amp; businesses more pandemic relief $ than they l…,rt @dzoolander85: remember not long ago when postmedia told us that trudeau gave 🇨🇦 workers &amp; businesses more pandemic relief $ than they l…,rt @dzoolander85: remember not long ago when postmedia told us that trudeau gave 🇨🇦 workers &amp; businesses more pandemic relief $ than they l…,rt @dzoolander85: remember not long ago when postmedia told us that trudeau gave 🇨🇦 workers &amp; businesses more pandemic relief $ than they l…,rt : remember not long ago when postmedia told us that trudeau gave 🇨🇦 workers &amp; businesses more pandemic relief $ than they l…,rt   remember not long ago when postmedia told us that trudeau gave    workers  amp  businesses more pandemic relief   than they l ,remember long when postmedia told that trudeau gave workers businesses more pandemic relief than they,remember long postmedia told trudeau gave workers businesses pandemic relief,"['remember', 'long', 'postmedia', 'told', 'trudeau', 'gave', 'workers', 'businesses', 'pandemic', 'relief']",remember long postmedia tell trudeau give worker business pandemic relief,remember long postmedia tell trudeau give worker business pandemic relief,remember long postmedia tell trudeau give worker business pandemic relief
32,Bryan Llenas,RT @mjluxmoore: Looks like the whole of Novopskov in eastern Ukraine has come out to tell the bedraggled Russian soldiers occupying the tow…,rt @mjluxmoore: looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt @mjluxmoore: looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt @mjluxmoore: looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt @mjluxmoore: looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt : looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow…,rt   looks like the whole of novopskov in eastern ukraine has come out to tell the bedraggled russian soldiers occupying the tow ,looks like whole novopskov eastern ukraine come tell bedraggled russian soldiers occupying,looks like whole novopskov eastern ukraine come tell bedraggled russian soldiers occupying,"['looks', 'like', 'whole', 'novopskov', 'eastern', 'ukraine', 'come', 'tell', 'bedraggled', 'russian', 'soldiers', 'occupying']",look like whole novopskov eastern ukraine come tell bedraggle russian soldier occupy,look like whole novopskov eastern ukraine come tell bedraggle russian soldier occupy,look like whole novopskov eastern ukraine come tell bedraggle russian soldier occupy
33,Bayek of Siwa,RT @rad_milk: dumping all the russian dressing out into the condiment aisle floor to make a geopolitical statement until the grocery store…,rt @rad_milk: dumping all the russian dressing out into the condiment aisle floor to make a geopolitical statement until the grocery store…,rt @rad_milk: dumping all the russian dressing out into the condiment aisle floor to make a geopolitical statement until the grocery store…,rt @rad_milk: dumping all the russian dressing out into the condiment aisle floor to make a geopolitical statement until the grocery store…,rt @rad_milk: dumping all the russian dressing out into the condiment aisle floor to make a geopolitical statement until the grocery store…,rt _milk: dumping all the russian dressing out into the condiment aisle floor to make a geopolitical statement until the grocery store…,rt  milk  dumping all the russian dressing out into the condiment aisle floor to make a geopolitical statement until the grocery store ,milk dumping russian dressing into condiment aisle floor make geopolitical statement until grocery store,milk dumping russian dressing condiment aisle floor make geopolitical statement grocery store,"['milk', 'dumping', 'russian', 'dressing', 'condiment', 'aisle', 'floor', 'make', 'geopolitical', 'statement', 'grocery', 'store']",milk dump russian dress condiment aisle floor make geopolitical statement grocery store,milk dump russian dress condiment aisle floor make geopolitical statement grocery store,milk dump russian dress condiment aisle floor make geopolitical statement grocery store
34,Justin Hodges,"RT @elonmusk: Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt : obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…",rt   obviously  this would negatively affect tesla  but sustainable energy solutions simply cannot react instantaneously to make u ,obviously this would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,obviously would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,"['obviously', 'would', 'negatively', 'affect', 'tesla', 'sustainable', 'energy', 'solutions', 'simply', 'can', 'not', 'react', 'instantaneously', 'make']",obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make
35,Dogboy64,"@19bk69 Again, speculation. Experts have been writing off the Russians for a century now. There’s lots of talk of collapse which would probably be the case if Russia was a western democracy. It’s not, it’s Russia. I don’t know what’s going to happen but I doubt it’s Russian collapse.","@19bk69 again, speculation. experts have been writing off the russians for a century now. there’s lots of talk of collapse which would probably be the case if russia was a western democracy. it’s not, it’s russia. i don’t know what’s going to happen but i doubt it’s russian collapse.","@19bk69 again, speculation. experts have been writing off the russians for a century now. there’s lots of talk of collapse which would probably be the case if russia was a western democracy. it’s not, it’s russia. i don’t know what’s going to happen but i doubt it’s russian collapse.","@19bk69 again, speculation. experts have been writing off the russians for a century now. there’s lots of talk of collapse which would probably be the case if russia was a western democracy. it’s not, it’s russia. i don’t know what’s going to happen but i doubt it’s russian collapse.","@19bk69 again, speculation. experts have been writing off the russians for a century now. there’s lots of talk of collapse which would probably be the case if russia was a western democracy. it’s not, it’s russia. i don’t know what’s going to happen but i doubt it’s russian collapse."," again, speculation. experts have been writing off the russians for a century now. there’s lots of talk of collapse which would probably be the case if russia was a western democracy. it’s not, it’s russia. i don’t know what’s going to happen but i doubt it’s russian collapse.", again  speculation  experts have been writing off the russians for a century now  there s lots of talk of collapse which would probably be the case if russia was a western democracy  it s not  it s russia  i don t know what s going to happen but i doubt it s russian collapse ,again speculation experts have been writing russians century there lots talk collapse which would probably case russia western democracy russia know what going happen doubt russian collapse,speculation experts writing russians century lots talk collapse would probably case russia western democracy russia know going happen doubt russian collapse,"['speculation', 'experts', 'writing', 'russians', 'century', 'lots', 'talk', 'collapse', 'would', 'probably', 'case', 'russia', 'western', 'democracy', 'russia', 'know', 'going', 'happen', 'doubt', 'russian', 'collapse']",speculation expert write russian century lot talk collapse would probably case russia western democracy russia know go happen doubt russian collapse,speculation expert write russian century lot talk collapse would probably case russia western democracy know go happen doubt,speculation expert write russian century lot talk collapse would probably case russia western democracy know go happen doubt
36,Susan Billett,"RT @elonmusk: Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt @elonmusk: obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…","rt : obviously, this would negatively affect tesla, but sustainable energy solutions simply cannot react instantaneously to make u…",rt   obviously  this would negatively affect tesla  but sustainable energy solutions simply cannot react instantaneously to make u ,obviously this would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,obviously would negatively affect tesla sustainable energy solutions simply cannot react instantaneously make,"['obviously', 'would', 'negatively', 'affect', 'tesla', 'sustainable', 'energy', 'solutions', 'simply', 'can', 'not', 'react', 'instantaneously', 'make']",obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make,obviously would negatively affect tesla sustainable energy solution simply can not react instantaneously make
37,PK,RT @sentdefender: Video released from inside the Zaporizhzhia Nuclear Power Plant's Main Operations room during the Russian Attack on the S…,rt @sentdefender: video released from inside the zaporizhzhia nuclear power plant's main operations room during the russian attack on the s…,rt @sentdefender: video released from inside the zaporizhzhia nuclear power plant's main operations room during the russian attack on the s…,rt @sentdefender: video released from inside the zaporizhzhia nuclear power plant's main operations room during the russian attack on the s…,rt @sentdefender: video released from inside the zaporizhzhia nuclear power plant's main operations room during the russian attack on the s…,rt : video released from inside the zaporizhzhia nuclear power plant's main operations room during the russian attack on the s…,rt   video released from inside the zaporizhzhia nuclear power plant s main operations room during the russian attack on the s ,video released from inside zaporizhzhia nuclear power plant main operations room during russian attack,video released inside zaporizhzhia nuclear power plant main operations room russian attack,"['video', 'released', 'inside', 'zaporizhzhia', 'nuclear', 'power', 'plant', 'main', 'operations', 'room', 'russian', 'attack']",video release inside zaporizhzhia nuclear power plant main operation room russian attack,video release inside zaporizhzhia nuclear power plant main operation room russian attack,video release inside zaporizhzhia nuclear power plant main operation room russian attack
38,CObermayer,"RT @itvnews: @johnirvineitv Our team filmed dozens of Russian vehicles and hundreds of troops.

There are reports Mariupol has been encircl…","rt @itvnews: @johnirvineitv our team filmed dozens of russian vehicles and hundreds of troops.

there are reports mariupol has been encircl…",rt @itvnews: @johnirvineitv our team filmed dozens of russian vehicles and hundreds of troops. there are reports mariupol has been encircl…,rt @itvnews: @johnirvineitv our team filmed dozens of russian vehicles and hundreds of troops. there are reports mariupol has been encircl…,rt @itvnews: @johnirvineitv our team filmed dozens of russian vehicles and hundreds of troops. there are reports mariupol has been encircl…,rt :  our team filmed dozens of russian vehicles and hundreds of troops. there are reports mariupol has been encircl…,rt    our team filmed dozens of russian vehicles and hundreds of troops  there are reports mariupol has been encircl ,team filmed dozens russian vehicles hundreds troops there reports mariupol been encircl,team filmed dozens russian vehicles hundreds troops reports mariupol encircl,"['team', 'filmed', 'dozens', 'russian', 'vehicles', 'hundreds', 'troops', 'reports', 'mariupol', 'encircl']",team film dozen russian vehicle hundred troop report mariupol encircl,team film dozen russian vehicle hundred troop report mariupol encircl,team film dozen russian vehicle hundred troop report mariupol encircl
39,Public Safety Fit 🇺🇦🚓 🚑 🚒 👽 🇨🇦 🇺🇸🏳️‍🌈,"RT @BaddCompani: This is really an amazing story and one to Highly pay attention to.

Putin has tried to assassinate Zelensky 3 times

all…","rt @baddcompani: this is really an amazing story and one to highly pay attention to.

putin has tried to assassinate zelensky 3 times

all…",rt @baddcompani: this is really an amazing story and one to highly pay attention to. putin has tried to assassinate zelensky 3 times all…,rt @baddcompani: this is really an amazing story and one to highly pay attention to. putin has tried to assassinate zelensky 3 times all…,rt @baddcompani: this is really an amazing story and one to highly pay attention to. putin has tried to assassinate zelensky 3 times all…,rt : this is really an amazing story and one to highly pay attention to. putin has tried to assassinate zelensky 3 times all…,rt   this is really an amazing story and one to highly pay attention to  putin has tried to assassinate zelensky   times all ,this really amazing story highly attention putin tried assassinate zelensky times,really amazing story highly attention putin tried assassinate zelensky times,"['really', 'amazing', 'story', 'highly', 'attention', 'putin', 'tried', 'assassinate', 'zelensky', 'times']",really amaze story highly attention putin try assassinate zelensky time,really amaze story highly attention putin try assassinate zelensky time,really amaze story highly attention putin try assassinate zelensky time
40,Tom,"RT @Nautivic: It’s so funny that Tolstoy, a literal anarchist who despised the Russian state, is being pulled from shelves because of the a…","rt @nautivic: it’s so funny that tolstoy, a literal anarchist who despised the russian state, is being pulled from shelves because of the a…","rt @nautivic: it’s so funny that tolstoy, a literal anarchist who despised the russian state, is being pulled from shelves because of the a…","rt @nautivic: it’s so funny that tolstoy, a literal anarchist who despised the russian state, is being pulled from shelves because of the a…","rt @nautivic: it’s so funny that tolstoy, a literal anarchist who despised the russian state, is being pulled from shelves because of the a…","rt : it’s so funny that tolstoy, a literal anarchist who despised the russian state, is being pulled from shelves because of the a…",rt   it s so funny that tolstoy  a literal anarchist who despised the russian state  is being pulled from shelves because of the a ,funny that tolstoy literal anarchist despised russian state being pulled from shelves because,funny tolstoy literal anarchist despised russian state pulled shelves,"['funny', 'tolstoy', 'literal', 'anarchist', 'despised', 'russian', 'state', 'pulled', 'shelves']",funny tolstoy literal anarchist despise russian state pull shelf,funny tolstoy literal anarchist despise russian state pull shelf,funny tolstoy literal anarchist despise russian state pull shelf
41,Sailor,RT @McFaul: End all imports of Russian oil to the U.S. today. 3/,rt @mcfaul: end all imports of russian oil to the u.s. today. 3/,rt @mcfaul: end all imports of russian oil to the u.s. today. 3/,rt @mcfaul: end all imports of russian oil to the u.s. today. 3/,rt @mcfaul: end all imports of russian oil to the u.s. today. 3/,rt : end all imports of russian oil to the u.s. today. 3/,rt   end all imports of russian oil to the u s  today    ,imports russian today,imports russian today,"['imports', 'russian', 'today']",import russian today,import russian today,import russian today
42,GoodAdvicePublishing,"RT @Morrigoon: @GDCPhx @McFaul @biden The war is now, no time for training Ukraine. But if neighbors who use Russian aircraft, which Ukrain…","rt @morrigoon: @gdcphx @mcfaul @biden the war is now, no time for training ukraine. but if neighbors who use russian aircraft, which ukrain…","rt @morrigoon: @gdcphx @mcfaul @biden the war is now, no time for training ukraine. but if neighbors who use russian aircraft, which ukrain…","rt @morrigoon: @gdcphx @mcfaul @biden the war is now, no time for training ukraine. but if neighbors who use russian aircraft, which ukrain…","rt @morrigoon: @gdcphx @mcfaul @biden the war is now, no time for training ukraine. but if neighbors who use russian aircraft, which ukrain…","rt :    the war is now, no time for training ukraine. but if neighbors who use russian aircraft, which ukrain…",rt      the war is now  no time for training ukraine  but if neighbors who use russian aircraft  which ukrain ,time training ukraine neighbors russian aircraft which ukrain,time training ukraine neighbors russian aircraft ukrain,"['time', 'training', 'ukraine', 'neighbors', 'russian', 'aircraft', 'ukrain']",time train ukraine neighbor russian aircraft ukrain,time train ukraine neighbor russian aircraft ukrain,time train ukraine neighbor russian aircraft ukrain
43,Denise Bervig,"RT @anneapplebaum: Russian bombs have damaged a cathedral in Kharkiv. ""No bunker can protect you from God,"" said Zelensky https://t.co/oAPu…","rt @anneapplebaum: russian bombs have damaged a cathedral in kharkiv. ""no bunker can protect you from god,"" said zelensky https://t.co/oapu…","rt @anneapplebaum: russian bombs have damaged a cathedral in kharkiv. ""no bunker can protect you from god,"" said zelensky https://t.co/oapu…","rt @anneapplebaum: russian bombs have damaged a cathedral in kharkiv. ""no bunker can protect you from god,"" said zelensky ","rt @anneapplebaum: russian bombs have damaged a cathedral in kharkiv. ""no bunker can protect you from god,"" said zelensky ","rt : russian bombs have damaged a cathedral in kharkiv. ""no bunker can protect you from god,"" said zelensky ",rt   russian bombs have damaged a cathedral in kharkiv   no bunker can protect you from god   said zelensky ,russian bombs have damaged cathedral kharkiv bunker protect from said zelensky,russian bombs damaged cathedral kharkiv bunker protect said zelensky,"['russian', 'bombs', 'damaged', 'cathedral', 'kharkiv', 'bunker', 'protect', 'said', 'zelensky']",russian bomb damage cathedral kharkiv bunker protect say zelensky,russian bomb damage cathedral kharkiv bunker protect say zelensky,russian bomb damage cathedral kharkiv bunker protect say zelensky
44,🐾 Welcome back Checks and Balances 🐾,RT @Nrg8000: A photo from the journalist Bogdan Butkevich (h/t @CalibreObscura) included a claim that after two days Ukrainian forces have…,rt @nrg8000: a photo from the journalist bogdan butkevich (h/t @calibreobscura) included a claim that after two days ukrainian forces have…,rt @nrg8000: a photo from the journalist bogdan butkevich (h/t @calibreobscura) included a claim that after two days ukrainian forces have…,rt @nrg8000: a photo from the journalist bogdan butkevich (h/t @calibreobscura) included a claim that after two days ukrainian forces have…,rt @nrg8000: a photo from the journalist bogdan butkevich (h/t @calibreobscura) included a claim that after two days ukrainian forces have…,rt : a photo from the journalist bogdan butkevich (h/t ) included a claim that after two days ukrainian forces have…,rt   a photo from the journalist bogdan butkevich  h t   included a claim that after two days ukrainian forces have ,photo from journalist bogdan butkevich included claim that after days ukrainian forces have,photo journalist bogdan butkevich included claim days ukrainian forces,"['photo', 'journalist', 'bogdan', 'butkevich', 'included', 'claim', 'days', 'ukrainian', 'forces']",photo journalist bogdan butkevich include claim day ukrainian force,photo journalist bogdan butkevich include claim day ukrainian force,photo journalist bogdan butkevich include claim day ukrainian force
45,Mark van Buskirk,RT @ATnDemocrat: @clynnpeek68 @TheRealHoarse Wonder if there are any ties to #MoscowMitch Kentucky teachers? With @MarshaBlackburn in Tenne…,rt @atndemocrat: @clynnpeek68 @therealhoarse wonder if there are any ties to #moscowmitch kentucky teachers? with @marshablackburn in tenne…,rt @atndemocrat: @clynnpeek68 @therealhoarse wonder if there are any ties to #moscowmitch kentucky teachers? with @marshablackburn in tenne…,rt @atndemocrat: @clynnpeek68 @therealhoarse wonder if there are any ties to #moscowmitch kentucky teachers? with @marshablackburn in tenne…,rt @atndemocrat: @clynnpeek68 @therealhoarse wonder if there are any ties to #moscowmitch kentucky teachers? with @marshablackburn in tenne…,rt :   wonder if there are any ties to #moscowmitch kentucky teachers? with  in tenne…,rt     wonder if there are any ties to  moscowmitch kentucky teachers  with  in tenne ,wonder there ties moscowmitch kentucky teachers with tenne,wonder ties moscowmitch kentucky teachers tenne,"['wonder', 'ties', 'moscowmitch', 'kentucky', 'teachers', 'tenne']",wonder tie moscowmitch kentucky teacher tenne,wonder tie moscowmitch kentucky teacher tenne,wonder tie moscowmitch kentucky teacher tenne
46,callipygian🤍,RT @Anansislibrary: They got rid of everything Russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt @anansislibrary: they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt : they got rid of everything russian faster than they got rid of all the confederate statues in this country,rt   they got rid of everything russian faster than they got rid of all the confederate statues in this country,they everything russian faster than they confederate statues this country,everything russian faster confederate statues country,"['everything', 'russian', 'faster', 'confederate', 'statues', 'country']",everything russian fast confederate statue country,everything russian fast confederate statue country,everything russian fast confederate statue country
47,Katherine Elizabeth McLaren,"RT @mfa_russia: 🇷🇺🇮🇱📞 On February 27, Russian President Vladimir Putin had a telephone conversation with PM of Israel @naftalibennett.

☝️…","rt @mfa_russia: 🇷🇺🇮🇱📞 on february 27, russian president vladimir putin had a telephone conversation with pm of israel @naftalibennett.

☝️…","rt @mfa_russia: 🇷🇺🇮🇱📞 on february 27, russian president vladimir putin had a telephone conversation with pm of israel @naftalibennett. ☝️…","rt @mfa_russia: 🇷🇺🇮🇱📞 on february 27, russian president vladimir putin had a telephone conversation with pm of israel @naftalibennett. ☝️…","rt @mfa_russia: 🇷🇺🇮🇱📞 on february 27, russian president vladimir putin had a telephone conversation with pm of israel @naftalibennett. ☝️…","rt _russia: 🇷🇺🇮🇱📞 on february 27, russian president vladimir putin had a telephone conversation with pm of israel . ☝️…",rt  russia        on february     russian president vladimir putin had a telephone conversation with pm of israel      ,russia february russian president vladimir putin telephone conversation with israel,russia february russian president vladimir putin telephone conversation israel,"['russia', 'february', 'russian', 'president', 'vladimir', 'putin', 'telephone', 'conversation', 'israel']",russia february russian president vladimir putin telephone conversation israel,russia february russian president vladimir putin telephone conversation israel,russia february russian president vladimir putin telephone conversation israel
48,Bill Nye The Highest Guy,"RT @blackintheempir: We have to ignore the racism against Africans, the Nazis who have killed 14,000 Russian speaking Ukrainians in the las…","rt @blackintheempir: we have to ignore the racism against africans, the nazis who have killed 14,000 russian speaking ukrainians in the las…","rt @blackintheempir: we have to ignore the racism against africans, the nazis who have killed 14,000 russian speaking ukrainians in the las…","rt @blackintheempir: we have to ignore the racism against africans, the nazis who have killed 14,000 russian speaking ukrainians in the las…","rt @blackintheempir: we have to ignore the racism against africans, the nazis who have killed 14,000 russian speaking ukrainians in the las…","rt : we have to ignore the racism against africans, the nazis who have killed 14,000 russian speaking ukrainians in the las…",rt   we have to ignore the racism against africans  the nazis who have killed        russian speaking ukrainians in the las ,have ignore racism against africans nazis have killed russian speaking ukrainians,ignore racism africans nazis killed russian speaking ukrainians,"['ignore', 'racism', 'africans', 'nazis', 'killed', 'russian', 'speaking', 'ukrainians']",ignore racism african nazi kill russian speak ukrainian,ignore racism african nazi kill russian speak ukrainian,ignore racism african nazi kill russian speak ukrainian
